sct_id_1,sct_code_1,sct_id_2,sct_code_2
247440002,1,257728006,1
91722005,1,257728006,1
118234003,1,257728006,1
258578009,1,271360006,1
258619000,1,271360006,1
302793009,1,271360006,1
47268002,1,106080006,1
300339003,1,106080006,1
249565005,1,106080006,1
300284004,1,106080006,1
300855001,1,106080006,1
118435004,1,106080006,1
300357002,1,106080006,1
118436003,1,106080006,1
249562008,1,106080006,1
258158006,1,246464006,1
384759009,1,246464006,1
364665006,1,246464006,1
416917008,1,246464006,1
302251007,1,246464006,1
285231000,1,246464006,1
118255001,1,246464006,1
18373002,1,246464006,1
70337006,1,246464006,1
118199002,1,246464006,1
129025006,1,246464006,1
86084001,1,246464006,1
78064003,1,246464006,1
282465005,1,246464006,1
3850002,1,246464006,1
46197000,1,246464006,1
106091004,1,246464006,1
36096009,1,246464006,1
248536006,1,246464006,1
302249008,1,246464006,1
118228005,1,246464006,1
106029005,1,246464006,1
735452003,1,49472006,1
240707005,1,78048006,1
111904009,1,78048006,1
240706001,1,78048006,1
272172009,1,260992007,1
107769006,1,53120007,1
118702008,1,53120007,1
240229005,1,53120007,1
91470000,1,53120007,1
125583000,1,53120007,1
309525008,1,53120007,1
126650009,1,53120007,1
118947000,1,53120007,1
298747001,1,53120007,1
81405006,1,53120007,1
120574008,1,53120007,1
182245002,1,53120007,1
116307009,1,53120007,1
363503004,1,53120007,1
94654006,1,53120007,1
127278005,1,53120007,1
896816002,1,53120007,1
125649002,1,53120007,1
366467007,1,53120007,1
34797008,1,53120007,1
416462003,1,773760007,1
27817002,1,773760007,1
284006002,1,773760007,1
105616000,1,773760007,1
47505003,1,773760007,1
125643001,1,773760007,1
125649002,1,773760007,1
81405006,1,773760007,1
417746004,1,773760007,1
60190000,1,773760007,1
86175003,1,773760007,1
118929006,1,118944007,1
126651008,1,118944007,1
249496004,1,709493000,1
272520006,1,260245000,1
272519000,1,260245000,1
260411009,1,260245000,1
442499005,1,260245000,1
288531002,1,260245000,1
276800000,1,260245000,1
5089007,1,609621000,1
700079006,1,609621000,1
240707005,1,609621000,1
362010009,1,362688008,1
128427003,1,362688008,1
30315005,1,310656008,1
93796005,1,372064008,1
188154003,1,372064008,1
473051003,1,473056008,1
119410002,1,256864008,1
244457007,1,256864008,1
194828000,1,28960008,1
59021001,1,28960008,1
38716007,1,28960008,1
72092001,1,28960008,1
41702007,1,28960008,1
367416001,1,28960008,1
234349007,1,165472008,1
165474009,1,165472008,1
78064003,1,46197000,1
86084001,1,46197000,1
18373002,1,46197000,1
106029005,1,46197000,1
50741009,1,46197000,1
118255001,1,46197000,1
46680005,1,46197000,1
129025006,1,46197000,1
70337006,1,46197000,1
3850002,1,46197000,1
4327008,1,46197000,1
384759009,1,46197000,1
106091004,1,46197000,1
106090003,1,46197000,1
36096009,1,46197000,1
173300003,1,364320009,1
106007006,1,364320009,1
118185001,1,364320009,1
267272006,1,364320009,1
52765003,1,782901001,1
42825003,1,782901001,1
45211000,1,782901001,1
68972003,1,782901001,1
118955007,1,782901001,1
301282008,1,106048009,1
128258000,1,106048009,1
301228009,1,106048009,1
50043002,1,106048009,1
301226008,1,106048009,1
161920001,1,106048009,1
251039005,1,106048009,1
301186004,1,106048009,1
413585005,1,106048009,1
300851005,1,106048009,1
20529002,1,89600009,1
277547006,1,237909001,1
165427000,1,762656009,1
50820005,1,762656009,1
196033004,1,196032009,1
118966000,1,118965001,1
240706001,1,111904009,1
36485005,1,19829001,1
233703007,1,19829001,1
195967001,1,19829001,1
51615001,1,19829001,1
95436008,1,19829001,1
233604007,1,19829001,1
205237003,1,19829001,1
7159003,1,19829001,1
316358009,1,19829001,1
126713003,1,19829001,1
236667007,1,42112009,1
6989001,1,77568009,1
272612002,1,77568009,1
302552004,1,77568009,1
123961009,1,77568009,1
304035006,1,77568009,1
35549004,1,77568009,1
281777001,1,281781001,1
44914007,1,281781001,1
300357002,1,15776009,1
3855007,1,15776009,1
119218006,1,15776009,1
181277001,1,15776009,1
64501009,1,36096009,1
5742000,1,362741001,1
281737009,1,362741001,1
195021004,1,89461002,1
53043001,1,89461002,1
74368002,1,89461002,1
301358001,1,279061002,1
110506008,1,361717002,1
52765003,1,71861002,1
281588005,1,71861002,1
363154008,1,71861002,1
118663006,1,71861002,1
45211000,1,71861002,1
42825003,1,71861002,1
68972003,1,71861002,1
118955007,1,71861002,1
119585002,1,71861002,1
119817009,1,71861002,1
38716007,1,17941002,1
310792004,1,125685002,1
313132009,1,125685002,1
283992002,1,125685002,1
7569003,1,125685002,1
20529002,1,195029002,1
125643001,1,122549002,1
123397009,1,122549002,1
125592002,1,122549002,1
106167005,1,106165002,1
106168000,1,106165002,1
303417002,1,278197002,1
58675001,1,278197002,1
321667001,1,278197002,1
89187006,1,278197002,1
361380005,1,278197002,1
82094008,1,278197002,1
281488008,1,278197002,1
91724006,1,278197002,1
119198002,1,278197002,1
118969007,1,278197002,1
361384001,1,278197002,1
361110005,1,278197002,1
272626006,1,278197002,1
69834004,1,129237003,1
179629001,1,129237003,1
58825001,1,129237003,1
60044006,1,129237003,1
106076001,1,276437003,1
282281003,1,276437003,1
225552003,1,276437003,1
334251007,1,272181003,1
225299006,1,272181003,1
303607000,1,272181003,1
63653004,1,272181003,1
200652002,1,128277003,1
233604007,1,205237003,1
233733000,1,205237003,1
155597006,1,205237003,1
196032009,1,205237003,1
415126001,1,205237003,1
106090003,1,396277003,1
27327002,1,396277003,1
118289000,1,396277003,1
79996001,1,396277003,1
83555006,1,870401000004107,1
782902008,1,107733003,1
312832004,1,107733003,1
782901001,1,107733003,1
88937006,1,107733003,1
71861002,1,107733003,1
52765003,1,107733003,1
363154008,1,107733003,1
6574001,1,107669003,1
107671003,1,107669003,1
33359002,1,107669003,1
362975008,1,107669003,1
280871000,1,107669003,1
69251000,1,107669003,1
60342002,1,298325004,1
249546002,1,298325004,1
69834004,1,118709004,1
274451000,1,118709004,1
215000,1,118709004,1
238131007,1,248341004,1
361922007,1,119253004,1
58675001,1,119253004,1
263703002,1,288533004,1
128618006,1,118933004,1
66327008,1,118933004,1
88308000,1,122869004,1
442686002,1,122869004,1
81065003,1,122869004,1
118218001,1,122869004,1
54709006,1,122869004,1
430925007,1,122869004,1
442096005,1,122869004,1
118245000,1,122869004,1
389074000,1,417461004,1
58308009,1,417461004,1
20010003,1,191765005,1
50173008,1,410069005,1
818986006,1,91829005,1
699593001,1,91829005,1
699592006,1,91829005,1
118940003,1,362965005,1
50043002,1,362965005,1
41266007,1,362965005,1
363171009,1,362965005,1
29268000,1,362965005,1
414030009,1,362965005,1
42030000,1,362965005,1
428100006,1,362965005,1
255117000,1,362965005,1
129154003,1,362965005,1
128606002,1,362965005,1
280129003,1,362965005,1
53619000,1,362965005,1
93841009,1,362965005,1
38292009,1,362965005,1
362968007,1,362965005,1
49483002,1,362965005,1
49601007,1,362965005,1
75934005,1,362965005,1
362969004,1,362965005,1
928000,1,362965005,1
362970003,1,362965005,1
79604008,1,362965005,1
267368005,1,362965005,1
128127008,1,362965005,1
128598002,1,362965005,1
362971004,1,362965005,1
34093004,1,362965005,1
126638003,1,362965005,1
277606000,1,362965005,1
414027002,1,362965005,1
284006002,1,362965005,1
181420004,1,245461005,1
303409005,1,245461005,1
19787009,1,245461005,1
107724000,1,56469005,1
165337006,1,165333005,1
188154003,1,126933005,1
82461003,1,3413006,1
225171007,1,54709006,1
225351009,1,225365006,1
408678008,1,1172821006,1
366546005,1,249749006,1
299033004,1,249749006,1
272630009,1,128181006,1
20159001,1,818997006,1
844005,1,384821006,1
36456004,1,384821006,1
33463005,1,115669006,1
74947009,1,115669006,1
233776003,1,47125007,1
250271003,1,52501007,1
252305002,1,52501007,1
277606000,1,52501007,1
277543005,1,52501007,1
258591005,1,52501007,1
277466009,1,52501007,1
54097007,1,52501007,1
128618006,1,128597007,1
120575009,1,61685007,1
421480009,1,61685007,1
182281004,1,61685007,1
116312005,1,61685007,1
118937003,1,61685007,1
127951001,1,61685007,1
363808001,1,123029007,1
27113001,1,123029007,1
1156409003,1,21589007,1
63370004,1,362837007,1
414128005,1,362837007,1
119265000,1,129269007,1
40617009,1,129269007,1
73897004,1,302549007,1
281709002,1,302549007,1
95937008,1,302549007,1
2861001,1,714645007,1
300893006,1,297269007,1
106176003,1,297269007,1
118964002,1,91690000,1
6013009,1,91690000,1
118969007,1,91690000,1
118971007,1,91690000,1
118976002,1,91690000,1
118973005,1,91690000,1
118970008,1,91690000,1
118965001,1,91690000,1
118978001,1,91690000,1
361922007,1,91690000,1
70759006,1,367338000,1
12921003,1,416949008,1
113345001,1,416949008,1
48522003,1,299733008,1
116312005,1,302293008,1
128605003,1,302293008,1
445144002,1,302293008,1
248519003,1,302293008,1
116307009,1,302293008,1
178224005,1,416917008,1
416906007,1,416917008,1
127232002,1,300853008,1
233733000,1,80917008,1
87522002,1,165397008,1
735452003,1,165397008,1
271737000,1,165397008,1
234349007,1,165397008,1
14514008,1,165397008,1
116275003,1,298378000,1
118939000,1,298378000,1
81680005,1,298378000,1
302065000,1,298378000,1
118934005,1,406122000,1
298364001,1,406122000,1
432525007,1,406122000,1
301310005,1,406122000,1
301365009,1,406122000,1
73430006,1,406122000,1
699046000,1,406122000,1
25064002,1,406122000,1
301978000,1,406122000,1
299718000,1,406122000,1
126650009,1,309525008,1
427746000,1,309525008,1
300863000,1,309525008,1
699690009,1,53418001,1
91715002,1,53418001,1
737561001,1,53418001,1
298379008,1,53418001,1
2748008,1,53418001,1
289959001,1,53418001,1
410730009,1,53418001,1
280717001,1,53418001,1
39937001,1,707861009,1
714974000,1,707861009,1
399937000,1,707861009,1
399988002,1,707861009,1
44138005,1,64501009,1
247461009,1,64501009,1
42112009,1,50741009,1
165232002,1,50741009,1
129009001,1,50741009,1
81065003,1,250570001,1
25064002,1,301365009,1
699046000,1,301365009,1
373083005,1,254837009,1
372064008,1,254837009,1
372137005,1,254837009,1
93796005,1,254837009,1
272189001,1,277973009,1
198130006,1,278442001,1
89600009,1,85898001,1
195029002,1,85898001,1
89461002,1,85898001,1
399020009,1,85898001,1
233879000,1,85898001,1
20072003,1,85898001,1
1.62E+016,1,85898001,1
56381008,1,107658001,1
75753009,1,107658001,1
9656002,1,107658001,1
112638000,1,107658001,1
26036001,1,107658001,1
8186001,1,107658001,1
55584005,1,107658001,1
6081001,1,107658001,1
25322007,1,107658001,1
708530007,1,107658001,1
708041002,1,107658001,1
410069005,1,107658001,1
128599005,1,107658001,1
88308000,1,118218001,1
719984002,1,716234001,1
252060001,1,51114001,1
2929001,1,51114001,1
54687002,1,51114001,1
281159003,1,51114001,1
359557001,1,51114001,1
301139003,1,51114001,1
248718009,1,51114001,1
312593004,1,51114001,1
59282003,1,51114001,1
37906005,1,51114001,1
72092001,1,51114001,1
308734009,1,51114001,1
40275004,1,769258001,1
32457005,1,413674002,1
256645000,1,413674002,1
413675001,1,413674002,1
57662003,1,282026002,1
309051001,1,258442002,1
256912003,1,258442002,1
430509005,1,258442002,1
68566005,1,187402002,1
272623003,1,278826002,1
384821006,1,3850002,1
106131003,1,3850002,1
48694002,1,3850002,1
106134006,1,3850002,1
247699008,1,3850002,1
365929007,1,3850002,1
236667007,1,3850002,1
36456004,1,3850002,1
37057007,1,3850002,1
24039005,1,3850002,1
116367006,1,3850002,1
106126000,1,3850002,1
26112003,1,3850002,1
106167005,1,3850002,1
106023006,1,3850002,1
826984001,1,80266002,1
281904003,1,80266002,1
8279000,1,80266002,1
271678007,1,249546002,1
89545001,1,123850002,1
128319008,1,123850002,1
87716009,1,123850002,1
127960009,1,123850002,1
389074000,1,123850002,1
1101003,1,123850002,1
406121007,1,123850002,1
281230005,1,123850002,1
123852005,1,123850002,1
371398005,1,123850002,1
421371008,1,123850002,1
235919008,1,266474003,1
255324009,1,415178003,1
257733005,1,415178003,1
266096002,1,406602003,1
272630009,1,127882003,1
119223006,1,127882003,1
125682004,1,310794003,1
370502006,1,48522003,1
230651008,1,48522003,1
122945004,1,118666003,1
118668002,1,118666003,1
225430005,1,118666003,1
112697007,1,118666003,1
255054007,1,255050003,1
79996001,1,106090003,1
27327002,1,106090003,1
118289000,1,106090003,1
121826005,1,106090003,1
372198002,1,119210004,1
119214008,1,119210004,1
119218006,1,119210004,1
119213002,1,119210004,1
289849003,1,248842004,1
248858001,1,248842004,1
312196000,1,248842004,1
442506007,1,248842004,1
106104001,1,248842004,1
310789003,1,248842004,1
363124003,1,248842004,1
362234008,1,361386004,1
265796001,1,361386004,1
272630009,1,361386004,1
118974004,1,361386004,1
86969008,1,361386004,1
27113001,1,118538004,1
363808001,1,118538004,1
735452003,1,190634004,1
49472006,1,190634004,1
88308000,1,63370004,1
41898006,1,63370004,1
3413006,1,63370004,1
52501007,1,63370004,1
272391002,1,272394005,1
69707008,1,44138005,1
399937000,1,44138005,1
254666005,1,44138005,1
277905003,1,44138005,1
91723000,1,91722005,1
420864000,1,91722005,1
91721003,1,91722005,1
698967008,1,91722005,1
302226006,1,264554005,1
32914008,1,264554005,1
72274001,1,264554005,1
399937000,1,254666005,1
50927007,1,118954006,1
255320000,1,41034006,1
31928004,1,41034006,1
70759006,1,41034006,1
200751004,1,41034006,1
362701005,1,118762006,1
83670000,1,118762006,1
362701005,1,362890006,1
365615009,1,41898006,1
271737000,1,41898006,1
59106005,1,41898006,1
365625004,1,41898006,1
234349007,1,41898006,1
441689006,1,41898006,1
252294009,1,41898006,1
83414005,1,41898006,1
49472006,1,41898006,1
14514008,1,41898006,1
14089001,1,41898006,1
250228007,1,41898006,1
234347009,1,41898006,1
119351004,1,41898006,1
66612000,1,41898006,1
38292009,1,41898006,1
105599000,1,41898006,1
256912003,1,41898006,1
165474009,1,41898006,1
365622001,1,41898006,1
53165003,1,41898006,1
82461003,1,41898006,1
87522002,1,41898006,1
62574001,1,41898006,1
365619003,1,41898006,1
165472008,1,41898006,1
215000,1,112746006,1
60044006,1,112746006,1
277466009,1,414026006,1
26517000,1,128618006,1
818993005,1,818986006,1
1172989009,1,818986006,1
826984001,1,818986006,1
82849001,1,818986006,1
281501002,1,818986006,1
818988007,1,818986006,1
819005001,1,818986006,1
818987002,1,818986006,1
306955007,1,306954006,1
238986007,1,105962006,1
43116000,1,105962006,1
361808006,1,278858007,1
61496007,1,278858007,1
118965001,1,278858007,1
81087007,1,278858007,1
361723007,1,278858007,1
79984008,1,278858007,1
361827000,1,278858007,1
361378004,1,278858007,1
113192009,1,278858007,1
272673000,1,278858007,1
63144007,1,442506007,1
198130006,1,442506007,1
5880005,1,315306007,1
430509005,1,315306007,1
32750006,1,315306007,1
195021004,1,25322007,1
399020009,1,25322007,1
53043001,1,25322007,1
699668009,1,25322007,1
74368002,1,25322007,1
20529002,1,25322007,1
72972005,1,25322007,1
111000119104,1,25322007,1
71932004,1,25322007,1
178224005,1,416906007,1
127400004,1,416906007,1
69611006,1,416906007,1
40275004,1,238986007,1
17346000,1,86762007,1
278859004,1,86762007,1
47268002,1,86762007,1
3855007,1,86762007,1
709493000,1,86762007,1
128348002,1,86762007,1
448675008,1,86762007,1
118971007,1,86762007,1
300855001,1,86762007,1
51289009,1,86762007,1
786857006,1,86762007,1
386617003,1,86762007,1
373407002,1,86762007,1
281501002,1,86762007,1
300357002,1,86762007,1
44054006,1,86762007,1
53619000,1,86762007,1
128284006,1,86762007,1
73211009,1,86762007,1
49596003,1,86762007,1
39607008,1,699594007,1
87612001,1,256906008,1
119297000,1,256906008,1
1230106003,1,256906008,1
34362008,1,37759000,1
126933005,1,110506008,1
188154003,1,110506008,1
94117003,1,110506008,1
106566009,1,420426008,1
39499005,1,244202008,1
312225001,1,123946008,1
128605003,1,123946008,1
363503004,1,123946008,1
609411003,1,123946008,1
232208008,1,123946008,1
123397009,1,123946008,1
278441008,1,123946008,1
94654006,1,123946008,1
105612003,1,123946008,1
421095001,1,123946008,1
609410002,1,123946008,1
431193003,1,123946008,1
80659006,1,123946008,1
785875003,1,123946008,1
128121009,1,123946008,1
129565002,1,123946008,1
19660004,1,123946008,1
255054007,1,123946008,1
363170005,1,123946008,1
238147009,1,123946008,1
301810000,1,123946008,1
33308003,1,123946008,1
126651008,1,123946008,1
399902003,1,123946008,1
127331007,1,123946008,1
118939000,1,123946008,1
362965005,1,123946008,1
118934005,1,123946008,1
781474001,1,123946008,1
105969002,1,123946008,1
245500007,1,21514008,1
66014000,1,21514008,1
23973005,1,21514008,1
373406006,1,21514008,1
118238000,1,21514008,1
71934003,1,21514008,1
122489005,1,21514008,1
303620002,1,21514008,1
124734007,1,21514008,1
278861008,1,21514008,1
59183004,1,21514008,1
187402002,1,21514008,1
361105006,1,21514008,1
118973005,1,21514008,1
111904009,1,21514008,1
189176002,1,21514008,1
42030000,1,21514008,1
699880003,1,21514008,1
68566005,1,21514008,1
20568009,1,21514008,1
53165003,1,105599000,1
68052005,1,301226008,1
278692007,1,301226008,1
233776003,1,301226008,1
301230006,1,301226008,1
128997002,1,301226008,1
301227004,1,301226008,1
301228009,1,301226008,1
254618003,1,301226008,1
301229001,1,301226008,1
282446002,1,301226008,1
35688006,1,781087000,1
91308007,1,167018008,1
72972005,1,110282008,1
126639006,1,300863000,1
165427000,1,309194008,1
190634004,1,47903000,1
272673000,1,421663001,1
48522003,1,410730009,1
302934007,1,410730009,1
432525007,1,274751001,1
297166009,1,699690009,1
122494005,1,699690009,1
255077007,1,128415001,1
254532005,1,128415001,1
64667001,1,51615001,1
71321006,1,20159001,1
417584008,1,20159001,1
73430006,1,1023001,1
19943007,1,328383001,1
281708005,1,70762009,1
40958000,1,609610009,1
230651008,1,609610009,1
609612001,1,609610009,1
27113001,1,726527001,1
363808001,1,726527001,1
240707005,1,118943001,1
127345001,1,118943001,1
42030000,1,118943001,1
128269002,1,118943001,1
310789003,1,118943001,1
278442001,1,118943001,1
372137005,1,94111002,1
363361004,1,94111002,1
188361007,1,94111002,1
93841009,1,94111002,1
363358000,1,94111002,1
372062007,1,372063002,1
93923002,1,372063002,1
312593004,1,54687002,1
37906005,1,54687002,1
127535004,1,65119002,1
56038003,1,65119002,1
710891006,1,65119002,1
266096002,1,65119002,1
302168000,1,373407002,1
64613007,1,373407002,1
128999004,1,373407002,1
81065003,1,27327002,1
60170009,1,27327002,1
364320009,1,364319003,1
441481004,1,48447003,1
116275003,1,1141983003,1
297166009,1,1141983003,1
43116000,1,271807003,1
238599004,1,271807003,1
416949008,1,416319003,1
416152001,1,416319003,1
277543005,1,250271003,1
54097007,1,250271003,1
200645004,1,23583003,1
363169009,1,23583003,1
64613007,1,23583003,1
373407002,1,23583003,1
363168001,1,23583003,1
43116000,1,23583003,1
373405005,1,23583003,1
128999004,1,23583003,1
40275004,1,23583003,1
205237003,1,23583003,1
70759006,1,23583003,1
233604007,1,23583003,1
473088000,1,23583003,1
703938007,1,23583003,1
63144007,1,23583003,1
367338000,1,23583003,1
289479001,1,23583003,1
44132006,1,23583003,1
26889001,1,23583003,1
373406006,1,23583003,1
196032009,1,23583003,1
74276003,1,23583003,1
233733000,1,23583003,1
429271009,1,23583003,1
409777003,1,23583003,1
200751004,1,23583003,1
363170005,1,23583003,1
473094008,1,23583003,1
126767009,1,23583003,1
47839005,1,23583003,1
363180009,1,23583003,1
182782007,1,23583003,1
363171009,1,23583003,1
29689003,1,23583003,1
1085006,1,23583003,1
155597006,1,23583003,1
64226004,1,23583003,1
24526004,1,23583003,1
279499002,1,23583003,1
707496003,1,23583003,1
415126001,1,23583003,1
473091000,1,23583003,1
196033004,1,23583003,1
128997002,1,23583003,1
363179006,1,23583003,1
41034006,1,23583003,1
128139000,1,23583003,1
105977003,1,23583003,1
385627004,1,23583003,1
255316004,1,23583003,1
198130006,1,23583003,1
302168000,1,23583003,1
363176004,1,23583003,1
128496001,1,23583003,1
473092007,1,23583003,1
84499006,1,23583003,1
64667001,1,23583003,1
43752006,1,23583003,1
309194008,1,250207003,1
414253004,1,250207003,1
250228007,1,250207003,1
309231007,1,250207003,1
250271003,1,250207003,1
119235005,1,258335003,1
280369009,1,258335003,1
414545008,1,86175003,1
428281000,1,443679004,1
385656004,1,106239005,1
30766002,1,106239005,1
78904004,1,118655005,1
181608004,1,118655005,1
243990009,1,118655005,1
38864007,1,118655005,1
59282003,1,251039005,1
248341004,1,107647005,1
238131007,1,107647005,1
840358001,1,107647005,1
414915002,1,107647005,1
282716004,1,52479005,1
427439005,1,769247005,1
277543005,1,769247005,1
769256002,1,769247005,1
414029004,1,769247005,1
9014002,1,769247005,1
